"Category","ProductName","Reviewer","Date","Title","Comment","StarRating","VerifiedPurchase"
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","PeterB","Reviewed in the United States on December 2, 2024","Stylish and Comfortable Adidas Shoes for All-Day Wear","I'm impressed with the quality since it is a brand-name item. Usually, brand-name items are of lower quality. But this is very comfortable, soft, and durable. I used these on my last cruise. I like them to fit snugly, but I had to size up a bit. They don't slip, and I would say they do stretch after wearing them. The style is great for young people. The price is good for the amazing quality, but the look of the sneakers is just okay. I love it.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Eric","Reviewed in the United States on December 5, 2024","5.0 out of 5 stars","Really do not have much to add from what others have said. I will agree with the other comments that these do tend to run narrow. So if you were debating between a standard width and a wide width, go wide. I feel the wide width shoe fits more like a standard. If you truly need a wide with shoe, you may not be pleased. This is not nearly as wide as the wide width sports shoes you may receive from New Balance or others. I likely would not purchase this again.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Griff","Reviewed in the United States on November 27, 2024","","I've purchased a number of lightweight mesh sneakers, from budget brand Feethits to $100 Allbirds. All are light and comfortable. Nothing beats Allbirds, but these Adidas Lite Racers are almost as comfortable with plenty of arch and ankle support and a wide toe box.  They are slightly heavier, but better quality and will probably outlast the budget brands even for daily jogging.  They look a bit bulkier than in the photos and do take a little effort to slide on. My normal size 10M fit perfectly. Definitely recommend if the price is discounted.",4,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Jim","Reviewed in the United States on October 16, 2024","⭐️ So COMFY ⭐️","These Adidas shoes are fantastic! They are incredibly comfortable with great cushioning that supports my feet during long walks and workouts. The design is sleek and stylish, making them perfect for both athletic activities and casual wear. The quality is top-notch, with durable materials that hold up well over time. Plus, they fit true to size and provide excellent breathability. I’m very impressed with these shoes and would highly recommend them to anyone looking for a reliable and stylish pair of sneakers!",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Tyler Blevins","Reviewed in the United States on December 1, 2024","5.0 out of 5 stars","These are my 2nd pair of these. My first pair lasted about 1-2yrs and are still kicking but have started to wear out. The slip on feature is so nice and comfortable! These shoes are the best. Plus, they don’t cost a ton making them a great deal for the money. I really like the all black color and the laces have just a hint of gray in them to give them a little bit of contrast. I wear 13s in Adidas and 12s in other shoes so these tend to run a little bigger than some other brands.",5,NA
"Shoes","adidas Men's Lite Racer Adapt 7.0 Sneaker","Shawn V.","Reviewed in the United States on December 5, 2024","","Great fit and comfortable. I think it’s really good for sidewalks and around town. I’m not going to be running or hiking in them. Well done, especially for the price $39 on Black Friday.",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Astha Agrawal","Reviewed in the United States on November 13, 2024","5.0 out of 5 stars","My kid really likes them. Comfortable, fit well, true to size",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Suzy","Reviewed in the United States on October 31, 2024","","Awesome shoes. Comfortable for school activities.",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Maria","Reviewed in the United States on September 16, 2024","Comfy and look good","My son has had these for a few months now and I think they're holding up well. He loves these shoes. But they still look great. They're lightweight and he uses them for taekwondo so they get a good beating. But they're slip resistance and comfortable.",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Maria","Reviewed in the United States on July 10, 2024","5.0 out of 5 stars","Great price for quality shoe. Fit as expected and very comfortable for active boy",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Kindle Customer","Reviewed in the United States on October 29, 2024","","I like the wide toe box and although I am female, I frequently buy boys shoes for this reason.  The reason I only give 4 stars is that UA shoes do not provide any arch support.  So, I would not use these for running, but they are a good everyday shoe.  I do wish the arch support was better though.",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","DL","Reviewed in the United States on September 12, 2024","Nice fit","Great price for a great shoe!",4,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Ashley Lomax","Reviewed in the United States on September 25, 2024","5.0 out of 5 stars","Held up well. Colors didn't fade of become off-color. Fits true to size. Soles are staying intact & tread hasn't disappeared like some brands do.",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","KSMan","Reviewed in the United States on April 22, 2024","","I wear a size 6.5 in women’s shoes but had trouble finding athletic shoes that I liked and fit. I decided to try these in a kids size 5. Running is my favorite exercise and these shoes have made my run even better. They have a really nice traction and grip that gives a satisfying sensation when hitting pavement. Good arch support, comfortable fit, great price and look. Worth every cent!",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Amazon Customer","Reviewed in Spain on December 2, 2024","My son loves them","Ótimo preço! Excelente qualidade! E a encomenda chegou super rápido !!",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Pedro Veríssimo","Reviewed in Spain on November 30, 2024","5.0 out of 5 stars","",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Pedro Veríssimo","Reviewed in the United Kingdom on November 26, 2024","","Parecen de buena calidad pero tallan pequeñas.",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Cristina","Reviewed in Spain on November 16, 2024","Nice running shoe","",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Amjad M.","Reviewed in Spain on November 14, 2024","4.0 out of 5 stars","Good quality very comfortable",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Xisca O.","Reviewed in the United States on November 13, 2024","","Nunca había probado está marca pero le doy un diez, la suela es flexible y en la zona del talón más alta para los impactos, algo imprescindible para mí que tengo rotura en el menisco exterior derecho",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Cliente Amazon","Reviewed in the United States on October 31, 2024","Decent Everyday Sneaker","",3,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Astha Agrawal","Reviewed in the United States on September 16, 2024","5.0 out of 5 stars","La suela es muy dura",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Suzy","Reviewed in the United States on July 10, 2024","","",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Maria","Reviewed in the United States on October 29, 2024","Great shoe!","My kid really likes them. Comfortable, fit well, true to size",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Maria","Reviewed in the United States on September 12, 2024","5.0 out of 5 stars","Awesome shoes. Comfortable for school activities.",5,NA
"Shoes","Under Armour Boys' Grade School Surge 4 Running Shoe","Kindle Customer","Reviewed in the United States on September 25, 2024","","My son has had these for a few months now and I think they're holding up well. He loves these shoes. But they still look great. They're lightweight and he uses them for taekwondo so they get a good beating. But they're slip resistance and comfortable.",5,NA
